year,type,state,constituencyNo,constituencyName,district,turnout,turnoutTrend,candidateName,candidateNameKn,party,votes,votePercentage,status,criminalCases,seriousCriminalCases,assets,liabilities,education,age,profession,affidavitUrl,sourceUrl
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,S R VISHWANATH,,BJP,141538,51.5,WINNER,,,,,Graduate,60,Politics - MLA; Agriculture,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,KESHAVA RAJANNA B,,INC,77428,28.18,RUNNER-UP,,,,,Graduate,52,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,MUNEGOWDA M,,JD(S),44491,16.19,LOST,,,,,12th Pass,46,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,ASHWATH M M,,Uttama Prajaakeeya Party,2944,1.07,LOST,,,,,Graduate Professional,33,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,NOTA,,None of the Above,2238,0.81,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,P MANJUNATHA,,AAAP,1597,0.58,LOST,,,,,Literate,57,Business; Social Work - Activist,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,SANDEEP MARASANDRA MUNIYAPPA,,BSP,940,0.34,LOST,,,,,Post Graduate,35,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,S V VISHWANATH,,IND,560,0.2,LOST,,,,,12th Pass,31,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,HEMRAJ Y C (Y.V.C.RAJU),,IND,489,0.18,LOST,,,,,8th Pass,45,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,B LAKSHMAIAH,,IND,362,0.13,LOST,,,,,5th Pass,65,Labourer or Daily Wage,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,RAGHU NANDANA J P,,Karnataka Rashtra Samithi,358,0.13,LOST,,,,,10th Pass,33,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,VISHWANATH H J,,IND,335,0.12,LOST,,,,,10th Pass,38,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,SANDESH G,,IND,271,0.1,LOST,,,,,10th Pass,36,Business - Rent; Agriculture,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,MUNEGOWDA V,,IND,193,0.07,LOST,,,,,Others,50,Salaried Work or Employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,BHAGYA N,,IND,191,0.07,LOST,,,,,10th Pass,42,Other - Household,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,B M MUNEGOWDA,,IND,183,0.07,LOST,,,,,,52,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,K RAMESH,,IND,181,0.07,LOST,,,,,10th Pass,54,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,T R NARAYANA RAO,,Indian Labour Party (Ambedkar Phule),142,0.05,LOST,,,,,10th Pass,45,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,MUNEGOWDA N,,IND,139,0.05,LOST,,,,,,42,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,MUNIRAJU M,,Rashtriya Janahita Party,115,0.04,LOST,,,,,Graduate,48,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,150,Yelahanka,Bangalore,62.68,0,VISHAL GOWDA,,Sanyukt Vikas Party,112,0.04,LOST,,,,,10th Pass,27,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,B. A. BASAVARAJA,,BJP,139925,51.93,WINNER,,,,,12th Pass,59,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,D K MOHAN,,INC,115624,42.91,RUNNER-UP,,,,,Graduate Professional,60,Education - Principal or Administrator; Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,NOTA,,None of the Above,4396,1.63,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,DR J S KESHAVA KUMAR,,AAAP,2319,0.86,LOST,,,,,Graduate Professional,47,Liberal Profession or Professional - Doctor,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,MADESHA N,,Uttama Prajaakeeya Party,2215,0.82,LOST,,,,,12th Pass,30,Business - Private Company,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,C Venkatachalapathi,,JD(S),1975,0.73,LOST,,,,,12th Pass,56,Business - Real Estate or Builder or Developer or Construction,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,M NANJEGOWDA,,CPM,1220,0.45,LOST,,,,,,50,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,JAYALAKSHMI M,,IND,471,0.17,LOST,,,,,Post Graduate,44,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,AROGYASWAMY,,Karnataka Rashtra Samithi,393,0.15,LOST,,,,,Graduate,49,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,SHIVA C,,IND,391,0.15,LOST,,,,,Graduate,42,Labourer or Daily Wage - Taxi Driver,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,P P APPANNA,,CPI(ML)(L),227,0.08,LOST,,,,,5th Pass,53,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,N SRINIVAS,,Jai Maha Bharath Party,155,0.06,LOST,,,,,8th Pass,44,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,151,K.R.Pura,Bangalore,52.68,0,M P JAGANATHA RAO,,Jana Spandana Party,151,0.06,LOST,,,,,12th Pass,52,Business - Real Estate or Builder or Developer or Construction,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,KRISHNA BYREGOWDA,,INC,160182,54.43,WINNER,,,,,Post Graduate,50,Agriculture,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,THAMMESH GOWDA H C,,BJP,121978,41.45,RUNNER-UP,,,,,Graduate Professional,42,Business; Agriculture,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,NAGARAJ GOWDA P,,JD(S),4365,1.48,LOST,,,,,10th Pass,48,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,NOTA,,None of the Above,2383,0.81,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,RAHEEM K.R. HALLI,,Uttama Prajaakeeya Party,1490,0.51,LOST,,,,,10th Pass,45,Salaried Work or Employed - Qualified Professional,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,GIRISH K,,AAAP,1271,0.43,LOST,,,,,5th Pass,34,Business; Social Work - Activist,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,RAMESH M,,IND,587,0.2,LOST,,,,,8th Pass,48,Labourer or Daily Wage - Taxi Driver,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,VENKATRAMU K V,,IND,553,0.19,LOST,,,,,Graduate,29,Business - Real Estate or Builder or Developer or Construction,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,PRATAP R,,Karnataka Rashtra Samithi,315,0.11,LOST,,,,,Graduate,34,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,BRIGADIER RAVI MUNISWAMY,,Sarvajanika Adarsha Sena,307,0.1,LOST,,,,,Post Graduate,61,Retired or Pension,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,SAMPOORNA GOWDA,,SP,175,0.06,LOST,,,,,12th Pass,33,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,T DASAPPA,,IND,131,0.04,LOST,,,,,10th Pass,55,Labourer or Daily Wage,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,RANJITHA N,,ABHM,120,0.04,LOST,,,,,12th Pass,34,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,NAZIR AHMED,,Indian Labour Party (Ambedkar Phule),110,0.04,LOST,,,,,5th Pass,44,Business - Real Estate or Builder or Developer or Construction,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,KALID KHAN,,IND,104,0.04,LOST,,,,,10th Pass,36,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,NAGARAJA G,,IND,93,0.03,LOST,,,,,Graduate Professional,36,Liberal Profession or Professional - Lawyer,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,MANJUNATHA CHARI K,,Rashtriya Janahita Party,64,0.02,LOST,,,,,12th Pass,45,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,152,Byatarayanapura,Bangalore,56.6,0,MAQSOOD AHMED,,Navarang Congress Party,46,0.02,LOST,,,,,10th Pass,50,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,S.T. SOMASHEKAR,,BJP,169149,47.26,WINNER,,,,,Graduate,65,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,T.N.JAVARAYI GOWDA,,JD(S),154031,43.04,RUNNER-UP,,,,,10th Pass,64,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,S. BALRAJ GOWDA,,INC,21684,6.06,LOST,,,,,10th Pass,55,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,UDAY KUMAR,,Uttama Prajaakeeya Party,4298,1.2,LOST,,,,,8th Pass,51,Labourer or Daily Wage - Auto-rickshaw Driver,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,NOTA,,None of the Above,2857,0.8,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,SHASHIDHAR. C. ARADHYA,,AAAP,2199,0.61,LOST,,,,,Others,43,Business - Transport; Salaried Work or Employed - Engineer,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,GOVINDAIAH,,BSP,920,0.26,LOST,,,,,8th Pass,55,Labourer or Daily Wage - Taxi Driver,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,HAMSA RAVIKUMAR,,IND,631,0.18,LOST,,,,,Graduate,44,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,G.UDAYASHANKAR,,IND,539,0.15,LOST,,,,,Others,48,Liberal Profession or Professional - Journalist or Editor,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,RAVIKUMAR. V.,,Karnataka Rashtra Samithi,532,0.15,LOST,,,,,12th Pass,32,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,ABHAYA SHEELA,,Rashtriya Samaj Dal (R),252,0.07,LOST,,,,,12th Pass,44,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,H.K.SHASHIREKHA,,IND,237,0.07,LOST,,,,,12th Pass,43,Liberal Profession or Professional - Musician or Artist,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,NAGARAJ .K.S.,,SP,222,0.06,LOST,,,,,10th Pass,44,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,NAGARAJU .C.R,,Bharatiya Prajagala Kalyana Paksha,196,0.05,LOST,,,,,10th Pass,60,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,153,Yeshvanthapura,Bangalore,63.69,0,SHAKILA BANU,,Young Star Empowerment Party,164,0.05,LOST,,,,,,56,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,MUNIRATHNA,,BJP,127980,48.72,WINNER,,,,,10th Pass,59,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,KUSUMA .H,,INC,116138,44.21,RUNNER-UP,,,,,Post Graduate,34,Education - College Professor or Lecturer; Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,DR. V.NARAYANA SWAMY,,JD(S),7795,2.97,LOST,,,,,Graduate Professional,52,Liberal Profession or Professional - Doctor,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,MANJUNATHA M,,Uttama Prajaakeeya Party,4118,1.57,LOST,,,,,10th Pass,37,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,NOTA,,None of the Above,2996,1.14,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,ANANTHA SUBHASH CHANDRA,,AAAP,1191,0.45,LOST,,,,,12th Pass,57,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,N. NAGARAJU,,BSP,681,0.26,LOST,,,,,12th Pass,54,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,S. CHANDRASHEKHAR,,Karnataka Rashtra Samithi,553,0.21,LOST,,,,,Others,55,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,SUBHASH S,,IND,329,0.13,LOST,,,,,Graduate,26,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,H. RUKMINI,,IND,223,0.08,LOST,,,,,10th Pass,44,Labourer or Daily Wage,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,GNANAMURTHY V,,SUCI,193,0.07,LOST,,,,,10th Pass,58,Social Work - Activist,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,AREEF PASHA,,IND,154,0.06,LOST,,,,,8th Pass,55,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,A. KALAPPA,,IND,129,0.05,LOST,,,,,Post Graduate,36,Education - College Professor or Lecturer,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,LAKSHMI,,Janata Dal(United),125,0.05,LOST,,,,,10th Pass,49,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,154,Rajarajeshwarinagar,Bangalore,53.81,0,M. LINGARAJU,,Jai Maha Bharath Party,96,0.04,LOST,,,,,10th Pass,46,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,S. MUNIRAJU,,BJP,91289,39.75,WINNER,,,,,10th Pass,64,Business; Politics - Ex MLA,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,R. MANJUNATHA,,JD(S),82095,35.75,RUNNER-UP,,,,,12th Pass,63,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,G. DHANANJAYA,,INC,43519,18.95,LOST,,,,,Post Graduate,44,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,KIRTHAN KUMAR MANJAPPA,,AAAP,4486,1.95,LOST,,,,,Post Graduate,32,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,ASHWATH KUMAR,,Uttama Prajaakeeya Party,3365,1.47,LOST,,,,,Graduate,38,Salaried Work or Employed - Qualified Professional,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,NOTA,,None of the Above,2179,0.95,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,POOJARI CHIKKANNA,,BSP,670,0.29,LOST,,,,,10th Pass,52,Small Business or Self-employed - Self-employed,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,SHREEKUMAR. T.,,Karnataka Rashtra Samithi,370,0.16,LOST,,,,,Others,38,Small Business or Self-employed; Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,155,Dasarahalli,Bangalore,50.16,0,MANJUNATH R.,,IND,319,0.14,LOST,,,,,10th Pass,44,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
